Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV
2012_05_15-H13m44;victorsilva;6;5;21;0;5;0;0.5, 12, 6, 3, 9, ;;1, 2, 6, 8, 21, ;;1.5, 20, 26, 29.5, 38.5, ;;38.5;geic;nada;geic;victorsilva_2012_05_15-H13m44.csv
