Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV
2012_04_23-H12m50;victorsilva;6;5;24;16;4;5;12, 3, 9, 0.5, ;0.5, 12, 3, 6, 9, ;11, 13, 23, 24, ;1, 9, 11, 12, 16, ;12.5, 18.5, 27.5, 32.5, ;5, 17, 20, 30, 39, ;39;geic;jogo;jogo;victorsilva_2012_04_23-H12m50.csv
