Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV
2012_04_24-H12m55;victorsilva;6;5;24;31;4;5;6, 3, 9, 0.5, ;9, 0.5, 3, 12, 6, ;1, 4, 23, 24, ;18, 19, 21, 22, 31, ;11.5, 16.5, 30, 30.5, ;9, 9.5, 15, 33.5, 40, ;40;geic;jogo;jogo;victorsilva_2012_04_24-H12m55.csv
