Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV
2012_05_08-H13m41;victorsilva;6;5;21;37;3;5;9, 0.5, 12, ;12, 3, 6, 9, 0.5, ;1, 2, 21, ;9, 13, 16, 36, 37, ;11.5, 14, 27, ;13, 16, 26, 35, 35.5, ;35.5;geic;jogo;jogo;victorsilva_2012_05_08-H13m41.csv
