Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV
2012_04_25-H12m45;victorsilva;6;5;7;13;4;5;3, 12, 0.5, 6, ;3, 6, 9, 12, 0.5, ;1, 5, 6, 7, ;3, 6, 7, 12, 13, ;5.5, 18, 23.5, 37, ;4, 10, 21.5, 35, 38.5, ;38.5;geic;jogo;jogo;victorsilva_2012_04_25-H12m45.csv
