Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_11_03-H13m11; victorsilva; 6; 5; 22; 6; 5; 4; 6, 6, 6, 6, 6, ; 6, 6, 6, 6, ; 0
