Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_10_11-H13m39; victorsilva; 6; 5; 9; 7; 5; 4; 6, 6, 6, 6, 6, ; 6, 6, 6, 6, ; 0
