Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_11_01-H13m19; victorsilva; 6; 5; 5; 13; 4; 5; 6, 6, 6, 6, ; 6, 6, 6, 6, 6, ; 0
