Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_03_15-H12m48; victorsilva; 15; 5; 17; 27; 4; 5; 0.5, 22.5, 7.5, 15, ; 0.5, 7.5, 30, 15, 22.5, ; 1, 6, 8, 12, ; 1, 4, 13, 19, 27, ; 28.5, 51, 58.5, 74, ; 5, 13, 49, 66, 90, ; 90; GEIC; JOGO; JOGO
