Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_03_16-H13m05; victorsilva; 15; 5; 30; 65; 4; 5; 7.5, 0.5, 22.5, 15, ; 7.5, 30, 15, 22.5, 0.5, ; 1, 2, 10, 16, ; 3, 16, 29, 63, 65, ; 11, 19.5, 42, 59, ; 8.5, 40.5, 57.5, 80, 85.5, ; 85.5; GEIC; JOGO; JOGO
