Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV
2012_04_02-H13m56;victorsilva;6;5;6;10;4;5;6, 12, 3, 0.5, ;12, 6, 9, 0.5, 3, ;1, 4, 5, 6, ;5, 7, 8, 9, 10, ;15, 29, 33.5, 36.5, ;12.5, 20.5, 31.5, 35, 38.5, ;38.5;geic;jogo;jogo;victorsilva_2012_04_02-H13m56.csv
