Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_10_31-H15m45; victorsilva; 6; 5; 13; 14; 5; 4; 6, 6, 6, 6, 6, ; 6, 6, 6, 6, ; 0
