Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_10_24-H15m55; victorsilva; 6; 5; 5; 10; 4; 5; 6, 6, 6, 6, ; 6, 6, 6, 6, 6, ; 0
