Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;TempoTotal 
2011_11_04-H13m18; victorsilva; 6; 5; 16; 8; 5; 4; 6, 6, 6, 6, 6, ; 6, 6, 6, 6, ; 0
