Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido 
2012_03_21-H13m07; victorsilva; 15; 5; 23; 28; 4; 5; 15, 22.5, 30, 0.5, ; 30, 7.5, 0.5, 15, 22.5, ; 1, 7, 22, 23, ; 16, 20, 21, 23, 28, ; 32.5, 56.5, 91.5, 96, ; 30, 39.5, 54.5, 74, 98.5, ; 98.5; GEIC; JOGO; JOGO
