Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;NomeArqCSV
2012_05_03-H15m07;victorsilva;6;5;9;21;4;5;6, 0.5, 9, 12, ;6, 12, 3, 9, 0.5, ;1, 2, 6, 9, ;2, 9, 10, 20, 21, ;7.5, 17.5, 26.5, 39, ;6, 19, 24.5, 34.5, 43, ;43;geic;jogo;jogo;victorsilva_2012_05_03-H15m07.csv
