Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesRef_OP1;CliquesRef_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_9_24-H0m10;_BASE-2012_1;12;9;12;45;2;2;14, 10, ;14, 0.5, ;3, 9, ;23, 25, ;15, 25.5, ;14, 15, ;30;geic;jogo;jogo;Independente; - ;_BASE-2012_1_2012_9_24-H0m10.csv
