Data;Participante;VI;NumTentativas;CliquesOP1;CliquesOP2;S+OP1;S+OP2;VIsOP1;VIsOP2;CliquesS+_OP1;CliquesS+_OP2;momentoS+OP1;momentoS+OP2;TempoTotal;NomeOp1;NomeOp2;OperandoEscolhido;ContagemReforco;OPTravado;NomeArqCSV
2012_7_31-H17m36;_BASE-2012_1;6;5;86;6;5;3;0.5, 6, 3, 12, 9, ;12, 3, 9, ;;;2.5, 10, 16, 29.5, 38.5, ;14, 27, 37.5, ;38.5;geic;jogo;geic;Independente; - ;_BASE-2012_1_2012_7_31-H17m36.csv
